-0.00841 -0.01864 -0.01085 -0.00143
-0.00836 -0.01831 -0.00922 0.00019
-0.00831 -0.01766 -0.00890 -0.00208
-0.00826 -0.01604 -0.00955 -0.00078
-0.00821 -0.01539 -0.00760 -0.00111
-0.00816 -0.01377 -0.00727 -0.00176
-0.00811 -0.00955 -0.00565 -0.00111
-0.00806 -0.00565 -0.00143 -0.00111
-0.00801 0.00181 0.00181 0.00019
-0.00796 0.01350 0.00863 0.00084
-0.00791 0.02843 0.01804 0.00117
-0.00786 0.05115 0.02876 0.00279
-0.00781 0.07777 0.04434 0.00376
-0.00776 0.10796 0.06089 0.00409
-0.00771 0.14204 0.07842 0.00733
-0.00766 0.17548 0.09627 0.00798
-0.00761 0.20632 0.11153 0.01090
-0.00756 0.23034 0.12224 0.01090
-0.00751 0.24397 0.12841 0.01058
-0.00746 0.24657 0.12809 0.01123
-0.00741 0.23585 0.12127 0.00993
-0.00736 0.21605 0.10958 0.00928
-0.00731 0.18716 0.09368 0.00701
-0.00726 0.15308 0.07582 0.00506
-0.00721 0.11900 0.05765 0.00441
-0.00716 0.08556 0.04077 0.00279
-0.00711 0.05765 0.02648 0.00181
-0.00706 0.03525 0.01512 0.00019
-0.00701 0.01577 0.00603 -0.00046
-0.00696 0.00344 0.00019 -0.00078
-0.00691 -0.00468 -0.00370 -0.00111
-0.00686 -0.01020 -0.00565 -0.00078
-0.00681 -0.01344 -0.00727 -0.00046
-0.00676 -0.01377 -0.00857 -0.00046
-0.00671 -0.01507 -0.00825 -0.00013
-0.00666 -0.01636 -0.00922 -0.00176
-0.00661 -0.01409 -0.00890 -0.00078
-0.00656 -0.01539 -0.00857 -0.00111
-0.00651 -0.01636 -0.00825 -0.00111
-0.00646 -0.01377 -0.00825 -0.00013
-0.00641 -0.01442 -0.00792 -0.00046
-0.00636 -0.01377 -0.00695 -0.00046
-0.00631 -0.01182 -0.00760 -0.00046
-0.00626 -0.01279 -0.00663 -0.00111
-0.00621 -0.01279 -0.00630 -0.00143
-0.00616 -0.01085 -0.00695 -0.00046
-0.00611 -0.01149 -0.00565 -0.00046
-0.00606 -0.01020 -0.00565 -0.00078
-0.00601 -0.00890 -0.00533 0.00052
-0.00596 -0.00987 -0.00533 -0.00046
-0.00591 -0.00955 -0.00565 -0.00046
-0.00586 -0.00857 -0.00533 -0.00046
-0.00581 -0.00857 -0.00500 -0.00046
-0.00576 -0.00890 -0.00435 -0.00078
-0.00571 -0.00630 -0.00435 0.00019
-0.00566 -0.00630 -0.00338 0.00084
-0.00561 -0.00695 -0.00370 -0.00111
-0.00556 -0.00435 -0.00370 0.00052
-0.00551 -0.00598 -0.00338 0.00019
-0.00546 -0.00565 -0.00305 -0.00143
-0.00541 -0.00435 -0.00241 -0.00013
-0.00536 -0.00403 -0.00208 0.00084
-0.00531 -0.00370 -0.00176 0.00019
-0.00526 -0.00241 -0.00208 -0.00078
-0.00521 -0.00208 -0.00111 0.00117
-0.00516 -0.00273 -0.00143 -0.00078
-0.00511 -0.00273 -0.00176 -0.00143
-0.00506 -0.00078 -0.00078 0.00052
-0.00501 -0.00143 -0.00013 -0.00013
-0.00496 -0.00143 -0.00078 -0.00078
-0.00491 0.00019 0.00052 0.00019
-0.00486 0.00052 -0.00013 0.00019
-0.00481 -0.00046 -0.00013 -0.00078
-0.00476 0.00149 0.00084 -0.00176
-0.00471 0.00246 0.00084 -0.00078
-0.00466 0.00019 0.00084 -0.00078
-0.00461 0.00279 0.00117 -0.00143
-0.00456 0.00376 0.00149 0.00019
-0.00451 0.00246 0.00214 -0.00013
-0.00446 0.00474 0.00214 -0.00241
-0.00441 0.00474 0.00149 -0.00046
-0.00436 0.00311 0.00181 -0.00013
-0.00431 0.00474 0.00279 -0.00273
-0.00426 0.00603 0.00214 -0.00013
-0.00421 0.00506 0.00311 0.00019
-0.00416 0.00636 0.00344 -0.00208
-0.00411 0.00701 0.00311 0.00019
-0.00406 0.00798 0.00344 0.00117
-0.00401 0.00831 0.00474 -0.00338
-0.00396 0.00896 0.00344 -0.00078
-0.00391 0.00928 0.00409 0.00149
-0.00386 0.00863 0.00636 -0.00370
-0.00381 0.01025 0.00474 0.00052
-0.00376 0.01025 0.00409 0.00214
-0.00371 0.01025 0.00603 -0.00338
-0.00366 0.01058 0.00538 0.00084
-0.00361 0.01058 0.00474 0.00149
-0.00356 0.01123 0.00701 -0.00435
-0.00351 0.01090 0.00603 0.00019
-0.00346 0.00993 0.00603 0.00181
-0.00341 0.01253 0.00733 -0.00370
-0.00336 0.01512 0.00668 0.00214
-0.00331 0.00896 0.00636 -0.00078
-0.00326 0.01512 0.00766 0.00311
-0.00321 0.01285 0.00766 0.00019
-0.00316 0.01707 0.00668 0.00052
-0.00311 0.01480 0.00831 0.00117
-0.00306 0.01545 0.00733 0.00052
-0.00301 0.01675 0.00960 -0.00305
-0.00296 0.01545 0.00798 0.00149
-0.00291 0.01382 0.00766 0.00084
-0.00286 0.01675 0.00928 0.00181
-0.00281 0.01675 0.00831 0.00084
-0.00276 0.02032 0.00863 -0.00013
-0.00271 0.01837 0.00928 0.00181
-0.00266 0.01707 0.00896 0.00181
-0.00261 0.01999 0.00993 -0.00273
-0.00256 0.01999 0.00960 0.00117
-0.00251 0.01804 0.00863 0.00052
-0.00246 0.01934 0.01025 0.00084
-0.00241 0.01999 0.00960 0.00084
-0.00236 0.02064 0.01155 -0.00370
-0.00231 0.02226 0.01058 0.00149
-0.00226 0.01837 0.01025 0.00052
-0.00221 0.02356 0.01220 0.00214
-0.00216 0.02389 0.01253 0.00117
-0.00211 0.02908 0.01577 -0.00370
-0.00206 0.03330 0.01804 0.00279
-0.00201 0.03687 0.02194 0.00117
-0.00196 0.05635 0.03200 0.00441
-0.00191 0.07550 0.04271 0.00344
-0.00186 0.10407 0.05927 0.00214
-0.00181 0.13458 0.07485 0.00766
-0.00176 0.16639 0.09205 0.00863
-0.00171 0.20307 0.10958 0.01188
-0.00166 0.22514 0.12030 0.01090
-0.00161 0.24137 0.12484 0.01025
-0.00156 0.23683 0.12289 0.01188
-0.00151 0.21995 0.11153 0.01025
-0.00146 0.19301 0.09725 0.00409
-0.00141 0.15925 0.07810 0.00733
-0.00136 0.11867 0.05862 0.00409
-0.00131 0.09270 0.04401 0.00538
-0.00126 0.06414 0.03168 0.00246
-0.00121 0.04921 0.02194 0.00181
-0.00116 0.03525 0.01772 0.00279
-0.00111 0.02681 0.01253 0.00052
-0.00106 0.02454 0.01253 -0.00046
-0.00101 0.02032 0.01058 0.00149
-0.00096 0.01999 0.00896 0.00149
-0.00091 0.01999 0.01058 -0.00403
-0.00086 0.01740 0.00896 0.00149
-0.00081 0.01220 0.00571 0.00117
-0.00076 0.00701 0.00246 -0.00435
-0.00071 -0.00760 -0.00825 -0.00013
-0.00066 -0.04298 -0.02610 -0.00435
-0.00061 -0.08356 -0.05175 -0.00695
-0.00056 -0.14783 -0.08648 -0.00890
-0.00051 -0.22638 -0.12673 -0.01539
-0.00046 -0.29066 -0.15919 -0.01442
-0.00041 -0.33415 -0.17737 -0.01539
-0.00036 -0.32863 -0.16276 -0.01669
-0.00031 -0.22963 -0.10109 -0.00403
-0.00026 -0.03162 0.02032 0.00506
-0.00021 0.29266 0.20437 0.02226
-0.00016 0.73347 0.44750 0.04823
-0.00011 1.25025 0.72633 0.07225
-0.00006 1.79039 1.00160 0.09498
-0.00001 2.22958 1.20772 0.11510
0.00004 2.46362 1.30186 0.11672
0.00009 2.45259 1.26096 0.11088
0.00014 2.18738 1.09281 0.09141
0.00019 1.71800 0.82696 0.06738
0.00024 1.14670 0.52475 0.03785
0.00029 0.58188 0.23683 0.01545
0.00034 0.09498 -0.00533 -0.00663
0.00039 -0.27313 -0.17899 -0.01961
0.00044 -0.50132 -0.28189 -0.02805
0.00049 -0.59481 -0.31403 -0.02805
0.00054 -0.58377 -0.30007 -0.02772
0.00059 -0.51041 -0.25462 -0.02253
0.00064 -0.40686 -0.19912 -0.01766
0.00069 -0.29650 -0.14166 -0.01085
0.00074 -0.19847 -0.09362 -0.00890
0.00079 -0.12348 -0.05759 -0.00338
0.00084 -0.07706 -0.03616 -0.00403
0.00089 -0.04785 -0.02480 -0.00208
0.00094 -0.03746 -0.01734 -0.00208
0.00099 -0.02967 -0.01636 -0.00208
0.00104 -0.02805 -0.01409 -0.00176
0.00109 -0.02610 -0.01377 -0.00176
0.00114 -0.02448 -0.01312 -0.00046
0.00119 -0.02545 -0.01247 -0.00273
0.00124 -0.02123 -0.01312 -0.00078
0.00129 -0.02513 -0.01214 -0.00176
0.00134 -0.02156 -0.01214 -0.00273
0.00139 -0.02221 -0.01182 -0.00046
0.00144 -0.02383 -0.01117 -0.00208
0.00149 -0.01993 -0.01149 -0.00111
0.00154 -0.02091 -0.01052 -0.00111
0.00159 -0.01961 -0.01020 -0.00143
0.00164 -0.01799 -0.01085 -0.00143
0.00169 -0.01896 -0.00890 -0.00208
0.00174 -0.01766 -0.00987 -0.00208
0.00179 -0.01604 -0.00825 -0.00046
0.00184 -0.01474 -0.00663 -0.00078
0.00189 -0.00955 -0.00598 -0.00078
0.00194 -0.00533 -0.00176 0.00052
0.00199 0.00117 0.00214 -0.00111
0.00204 0.01415 0.00798 0.00149
0.00209 0.02778 0.01772 0.00117
0.00214 0.04986 0.02941 0.00181
0.00219 0.07777 0.04369 0.00506
0.00224 0.10764 0.06089 0.00474
0.00229 0.14237 0.07842 0.00831
0.00234 0.17548 0.09595 0.00831
0.00239 0.20567 0.11056 0.00993
0.00244 0.22969 0.12192 0.01058
0.00249 0.24267 0.12809 0.01090
0.00254 0.24462 0.12776 0.01155
0.00259 0.23618 0.12159 0.01025
0.00264 0.21443 0.10958 0.00960
0.00269 0.18716 0.09303 0.00733
0.00274 0.15373 0.07582 0.00571
0.00279 0.11867 0.05765 0.00409
0.00284 0.08589 0.04077 0.00279
0.00289 0.05700 0.02681 0.00117
0.00294 0.03395 0.01512 0.00084
0.00299 0.01642 0.00636 0.00084
0.00304 0.00409 0.00084 -0.00078
0.00309 -0.00370 -0.00338 -0.00013
0.00314 -0.01085 -0.00630 -0.00111
0.00319 -0.01279 -0.00760 -0.00208
0.00324 -0.01474 -0.00857 -0.00143
0.00329 -0.01669 -0.00825 -0.00078
0.00334 -0.01539 -0.00825 -0.00176
0.00339 -0.01539 -0.00792 -0.00078
0.00344 -0.01474 -0.00760 -0.00078
0.00349 -0.01409 -0.00792 -0.00143
0.00354 -0.01409 -0.00727 -0.00143
0.00359 -0.01409 -0.00760 -0.00111
0.00364 -0.01344 -0.00695 -0.00208
0.00369 -0.01279 -0.00663 -0.00143
0.00374 -0.01247 -0.00663 -0.00078
0.00379 -0.01182 -0.00565 -0.00111
0.00384 -0.01085 -0.00630 -0.00111
0.00389 -0.01052 -0.00565 -0.00046
0.00394 -0.01020 -0.00533 -0.00176
0.00399 -0.00955 -0.00533 -0.00111
0.00404 -0.01020 -0.00500 -0.00078
0.00409 -0.00825 -0.00500 -0.00046
0.00414 -0.00825 -0.00403 -0.00013
0.00419 -0.00792 -0.00468 -0.00078
0.00424 -0.00630 -0.00370 -0.00078
0.00429 -0.00663 -0.00370 -0.00078
0.00434 -0.00565 -0.00370 -0.00111
0.00439 -0.00630 -0.00305 -0.00143
0.00444 -0.00500 -0.00273 -0.00046
0.00449 -0.00500 -0.00241 -0.00013
0.00454 -0.00370 -0.00241 -0.00111
0.00459 -0.00305 -0.00208 0.00019
0.00464 -0.00338 -0.00208 -0.00078
0.00469 -0.00241 -0.00143 -0.00176
0.00474 -0.00208 -0.00143 -0.00046
0.00479 -0.00305 -0.00143 -0.00078
0.00484 -0.00143 -0.00111 -0.00046
0.00489 -0.00078 -0.00078 -0.00013
0.00494 -0.00078 -0.00046 0.00052
0.00499 0.00052 -0.00046 -0.00078
0.00504 0.00084 -0.00013 -0.00046
0.00509 0.00052 -0.00046 -0.00046
0.00514 0.00052 -0.00013 -0.00111
0.00519 0.00149 0.00052 -0.00013
0.00524 0.00117 0.00084 -0.00013
